MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	Cat
Launch the last slide.	INMEETING	goto_slide	Launch the <slide_number>last</slide_number> slide.	{'UserFileNames': ['Meeting Notes', 'Cortana in Teams FAQ', 'Product AI investments - FY19', 'Drive VST Reach & Retention via Data', "Steve's Team", 'OneNote_DeletedPages', 'S+A Assistant Resourcing Map', 'S+A OM focused Shiproom 01282020', 'Teams voice', 'Drive VST Reach & Retention via Data_V2', 'DIT++', 'Metrics + Signals + Data - FY20 Q3 OKRs', 'Scrum', 'IcM PowerBI Base Query', 'GRC Review Office Hours Sign-Up Sheet', 'Cortana Deprecations Tracker', 'Cortana in Teams R2 Weekly Shiproom', 'Cortana UWP app - skill readiness', 'AI+R Scorecard', 'Yubikey requests'], 'UserFileNameKeyPhrases': ['customer driven', 'outlook mobile', 'shiproom', 'substrate', 'driven', 'deprecation', 'jan2020', 'msai', 'okrs', 'm365', 'rajesh', 'skill', 'assistant user relationship', 'assistant relationship', 'core customer driven', 'm365 customer driven', 'working session 2020', 'alexa data handling', 'om focused shiproom', 'cortana on windows']}	NegativeCrossDomainNoMatch
Go to first slide.	INMEETING	goto_slide	Go to <slide_number>first</slide_number> slide.	{'UserFileNames': ['Calendar Skill', 'Jan Review', 'Cortana UWP app - skill readiness', '2020_01_SmartComposeMonthlyReview', 'Deprecation Deck v2', 'QASTester', 'Engineering Update', 'Microsoft Search User Job Framework', 'Q3-OKRs-Summary', 'TotalClientErrorsRawDataLog2020-01-072020-01-08', 'Assistant Roadmap Sync', 'Cortana transition announcement - DRAFT', 'Out of Routines Insight - Incubation', 'Calendar Answer', 'Endpoints Table', 'OMC Perf doc', 'Day in a life - Outlook Cortana Dec 17', 'MSAI - CSI Work List', 'Skill Authoring', 'Deprecation plan - Cortana Mobile Apps'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'voice skills', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'cortana in teams', 'azure arm ports', 'cortana teams', 'azure ports', 'arm ports', 'shiproom', 'msai', 'voice', 'substrate', 'ports', 'instrumentation']}	NegativeCrossDomainNoMatch
Present the Fairy tale presentation.	INMEETING	start_presenting	Present the <deck_name>Fairy tale</deck_name> presentation.	{'UserFileNames': ['Extended logging support for MSFT employees', 'bi_telemetry_mobile', 'GroupMe-style SMS Dev Design', 'Search Answers Extensibility', 'Cortana in Teams R2 Weekly Shiproom', 'Cortana UWP app - skill readiness', "Steve's Team", 'AI+R Scorecard', 'Running Experiments', 'Search fallback on Teams product plan - H2FY20', 'GRC Review Office Hours Sign-Up Sheet', 'Smart Reply in Teams _ Status', 'Dec and Jan Sprint Review', '[Dev spec]Teams Mobile Search Baseline Instrumentation', '[Migrated] Onboarding to ExP', 'Release Notes', 'Voice Skills BVT - basic test cases', 'Cortana on Windows Vibranium International Plan', 'Cortana in Teams FAQ', 'M365 Search - 3S Instrumentation - Client Contracts'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'kingston device', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'os commute pass', 'device skills']}	NegativeCrossDomainNoMatch
Move to the slide reading.	INMEETING	goto_slide	Move to the slide <slide_name>reading</slide_name>.	{'UserFileNames': ['GCS-Overview', 'Microsoft Search User Job Framework', 'AI 365 30 January 2020', 'FY21 Substrate Budget Planning', 'Deprecation Proposal - January 2020 - LT Review', 'Annotator_WorkHours - Mabelman', 'Cortana in Teams FAQ', 'Cortana transition announcement - DRAFT', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Cortana in Teams R2 Weekly Shiproom', 'Kingston-WorkingDeck', 'Android Core skills+Extras', 'iOS Core Skills + Extras', 'Overview_AzureCompliance_Tracker_Current', 'Welcome', 'Calling out new features', 'Product AI Investments Final list - FY19', 'GRC Review Office Hours Sign-Up Sheet', 'Jan- Teams', 'Kingston'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'voice skills', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'cortana in teams', 'azure arm ports', 'cortana teams', 'azure ports', 'arm ports', 'shiproom', 'msai', 'voice', 'substrate', 'ports', 'instrumentation']}	NegativeCrossDomainNoMatch
Go to highlight slide.	INMEETING	goto_slide	Go to <slide_name>highlight</slide_name> slide.	{'UserFileNames': ['M365 Search - 3S Instrumentation - Client Contracts', 'MSAI - CSI Work List', 'Cortana in Teams R2 Weekly Shiproom', 'Embedded Intelligence Checkpoint (Jan 2020)', 'Functions on Linux', 'FY21 Substrate Budget Planning', 'Substrate Perf Shiproom - 2020-1-29', 'Mavens Micro Coaching Sign Up - Jan 2020', 'OMC Perf doc', 'Running Experiments', 'GOVERNNMENT ONLY - BRK30015 - Ignite Tour - Exchange Hybrid - The What, The Why and the How - final', 'Release Notes', 'Microsoft Search Feature Review Schedule & Agenda', 'Documentation', 'Manganese-Search', 'Calendar Answer', 'SERP Grid and Layout', 'Meeting Notes', 'CLP V-Team Status', 'Substrate Partner Discussion with Teams_01_13_2020'], 'UserFileNameKeyPhrases': ['cortana teams', 'msai', 'cortana in teams', 'mtis', 'substrate', 'working session', '2019 action', 'private', 'action items', '202001 roleofaiineffectivemeetings', 'roleofaiineffectivemeetings', 'aiin effective meetings', 'working session role', 'running experiments', 'role aiin effective', 'session role aiin', 'role of effective', 'private endpoints', '2019 action items', 'substrate working']}	NegativeCrossDomainNoMatch
Look at the high quality slide.	INMEETING	goto_slide	Look at the <slide_name>high quality</slide_name> slide.	{'UserFileNames': ['Monthly Suzhou team report', 'Smart Suggestions in Teams - Jan 2020', '01-30-2020 Knowledge Bot - Full', 'Union for MBR Sept 2019', 'TaskFabric_SuggestedTasksResponse', 'Welcome', 'Technician Daily Crew Schedules', 'Analysis and Data', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'S+A OM focused Shiproom 01282020', 'Microsoft Search User Job Framework', 'MM Shiproom Special Topics Schedule', 'Deprecation Proposal - January 2020 - LT Review', 'sustainability - civil society', 'sustainability customer', 'Introduction to MSAI Current', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL', 'iRanker.IPS', 'AI 365 30 January 2020', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana teams', 'msai', 'cortana in teams', 'voice skills', 'fy20', 'voice', 'wave 1', 'ai', 'skills test', 'communication collaboration post', 'communication and collaboration', 'collaboration and communication', 'communication collaboration', 'collaboration post wave', 'communication and post', 'teams weekly shiproom', 'collaboration wave 1', 'collaboration post 1', 'voice skills manual']}	NegativeCrossDomainNoMatch
Present the Cortana deck.	INMEETING	start_presenting	Present the <deck_name>Cortana</deck_name> deck.	{'UserFileNames': ['Extended logging support for MSFT employees', 'Knowledge bot MVP spec - Nov 19', 'Cortana on Windows - Scorecard draft', 'Search fallback on Teams product plan - H2FY20', 'STCI MSAI Shiproom - Current', 'Cortana UWP app - skill readiness', 'Cortana Israel - Action Item extraction - Shiproom', 'Audience Expansion', 'Weekly Whole Page and Answers Ship Meeting', 'CSCW A Study of Meeting Effectiveness and Inclusion in Remote Collaboration', 'A Study of Meeting Effectiveness and Inclusion in Remote Collaboration', 'Movies + Showtimes', 'Highlights extraction from meeting transcript - Jan 2020', 'TVS - Working Session - 20200210', 'Web-knowledge aware experiences', 'Cortana in Teams R2 Weekly Shiproom', 'Deprecation Proposal - January 2020 - LT Review', 'Kingston-WorkingDeck', 'Cortana Deprecations Tracker', 'DeepSpeed with ZeRO Release'], 'UserFileNameKeyPhrases': ['msai', 'substrate', 'shiproom', 'fy20', 'substrate perf shiproom', 'substrate shiproom', 'working session', 'substrate perf', 'perf shiproom', 'commute', '24h', 'perf', 'omc', 'substrate shiproom 2020', 'substrate perf 2020', 'perf shiproom 2020', 'substrate 2020', 'shiproom 2020', 'mobile search', 'perf 2020']}	NegativeCrossDomainNoMatch
Jump to slide clear.	INMEETING	goto_slide	Jump to slide <slide_name>clear</slide_name>.	{'UserFileNames': ['Cortana in Teams R2 Weekly Shiproom', 'AI 365 30 January 2020', 'STCI MSAI Shiproom - Current', 'Embedded Intelligence Checkpoint (Jan 2020)', 'Deprecation Deck v2', 'Microsoft Search User Job Framework', 'Cortana transition announcement - DRAFT', 'Endpoints Table', 'Annotator_WorkHours - Mabelman', 'KWS Manual Testing', 'TeamsTeamDefectRate', 'Transition Plan for Teams Message Search', 'MSAI-MyA Q3 plan and dependencies', 'fy20okr', 'Day in a life - Outlook Cortana Dec 17', 'Android Core skills+Extras', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'iOS Core Skills + Extras', 'Voice Skills BVT Manual Test Cases (Core)', 'Deprecation plan - Cortana Mobile Apps'], 'UserFileNameKeyPhrases': ['cortana on windows', 'cortana windows', 'shiproom', 'fy20', 'msai', 'outlook mobile', 'fy21', 'image', 'assistant user relationship', 'assistant instrumentation', 'assistant relationship', 'jessee andrea cxzfwb', 'voice outlook mobile', 'om focused shiproom', 'settings via voice', 'user relationship', 'shiproom current', 'search assistant', 'focused shiproom', 'voice in outlook']}	NegativeCrossDomainNoMatch
Move to Jackson to slide.	INMEETING	goto_slide	Move to <slide_name>Jackson to</slide_name> slide.	{'UserFileNames': ['Cortana on Windows - Scorecard draft', 'Teams Mobile Search Dev Spec - Answers', 'Meeting', 'Meeting Notes', 'TM onboard', 'Dev', 'Planning', 'Outlook Commute Working Session 2020_02_06', 'Scrum', 'Teams voice', 'AI+R Scorecard', 'Teams Suggested Tips', 'Education_Sample_Payload', 'Voice skills in Teams Funnel', 'MSAI Cognition H2 OKRs', 'OM onboard', 'Cortana UWP app - skill readiness', 'GRC Review Office Hours Sign-Up Sheet', 'CitadelProposal', 'Voice Skills BVT Manual Test Cases (Core)'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana in teams', 'cortana teams', 'msai', 'deprecation', 'perf', 'om focused shiproom', 'cortana on windows', 'focused shiproom', 'cortana windows', 'voice skills', 'om shiproom', 'om focused', 'search 3s', '3s', 'uwp', 'skills test', 'focused', 'assistant resourcing map', 'search instrumentation']}	NegativeCrossDomainNoMatch
Go to slide by there.	INMEETING	goto_slide	Go to slide <slide_name>by there</slide_name>.	{'UserFileNames': ['XAP', 'Search UX FY20', 'Manganese-Search', 'People Also Ask', 'DRI', 'Universal Search + Assistant - FY20 Q3 Backlog', 'General', 'Dev Monthly Plan', 'Microsoft Search Feature Review Schedule & Agenda', 'Vendor Allocation', 'iOS Commute Pass Gmail', 'iOS Core Skills + Extras', 'Android Core skills+Extras', 'Cortana UWP app - skill readiness', 'Voice Skills BVT Manual Test Cases (Core)', 'Compliance status for 3S features', 'MSA and AAD Report1', 'Kingston-Device 2-BVT', 'Cortana in Teams R2 Weekly Shiproom', 'MSA and AAD Report'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana teams', 'msai', 'fy20', 'cortana in teams', 'voice skills', 'voice', 'deprecation', 'wave 1', 'q2', 'ai', 'skills test', 'israel', 'communication collaboration post', 'communication and collaboration', 'collaboration and communication', 'communication collaboration', 'deprecation plan cortana', 'collaboration post wave', 'communication and post']}	NegativeCrossDomainNoMatch
Go to slide and 30.	INMEETING	goto_slide	Go to slide and <slide_number>30</slide_number>.	{'UserFileNames': ['Cortana in Teams R2 Weekly Shiproom', 'AI 365 30 January 2020', 'STCI MSAI Shiproom - Current', 'Embedded Intelligence Checkpoint (Jan 2020)', 'Deprecation Deck v2', 'Microsoft Search User Job Framework', 'Cortana transition announcement - DRAFT', 'Endpoints Table', 'Annotator_WorkHours - Mabelman', 'KWS Manual Testing', 'TeamsTeamDefectRate', 'Transition Plan for Teams Message Search', 'MSAI-MyA Q3 plan and dependencies', 'fy20okr', 'Day in a life - Outlook Cortana Dec 17', 'Android Core skills+Extras', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'iOS Core Skills + Extras', 'Voice Skills BVT Manual Test Cases (Core)', 'Deprecation plan - Cortana Mobile Apps'], 'UserFileNameKeyPhrases': ['beyondsoft', 'xiao ice', 'xiaoice', 'xiao', 'search instrumentation', 'share point vendor', 'sharepoint vendor', 'beyondsoft resume', 'mobile search', 'vendor review', 'point vendor', 'teams mobile', 'share vendor', 'share point', '51job', 'instrumentation', 'ice', 'omc', 'mobile search instrumentation', 'mobile instrumentation']}	NegativeCrossDomainNoMatch
Present the Alpha presentation.	INMEETING	start_presenting	Present the <deck_name>Alpha</deck_name> presentation.	{'UserFileNames': ['Cortana UWP app - skill readiness', 'Android Core skills+Extras', 'Assistant', 'Cortana in Teams R2 Weekly Shiproom', 'DRI', 'Transit', 'SM FY20 preview scenarios', 'IcM PowerBI Base Query', 'Cortana_Assistance_RajeshMPR_Jan2020_Deck', 'Cortana Platform Weekly Shiproom 10Feb2020', 'LiorHaimCV', 'FY20 Q3 Assistant Platform - Runtime OKR', 'SM + Cortana Platform Weekly Shiproom 5Feb2020', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'ComplianceAuth_onebox_Err', 'PowerPoint Dog food Testing', 'Excel Dog food Testing', 'Word Dog food Testing', 'PerfStatusUpdates', 'Know Your Product Jan 2020'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'os commute pass', 'kingston device', 'device skills']}	NegativeCrossDomainNoMatch
Navigate to our to blockers slide.	INMEETING	goto_slide	Navigate to <slide_name>our to blockers</slide_name> slide.	{'UserFileNames': ['Welcome', 'Team', 'Cortana in Teams R2 Weekly Shiproom', 'Cortana UWP app - skill readiness', 'Data Handling Standards', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'ComplianceAuth_onebox_Err', 'Action Item UXR', 'Cortana Israel - Requests and Scheduling Intent- Shiproom', 'יום צילום 2', 'Quick Notes', '20H1 Manganese SAP OKRs - DRAFT', 'Overview_AzureCompliance_Tracker_Current', 'Quarterly Quality Review', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'Extended logging support for MSFT employees', 'TAAlignment', 'SWSS Partners', 'FY20 Annotation Asks', '3S Signal Enrichment'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana in teams', 'cortana teams', 'msai', 'cortana on windows', 'cortana windows', 'deprecation', 'perf', 'om focused shiproom', 'focused shiproom', 'voice skills', 'om shiproom', 'om focused', 'fy20', 'voice', '3s', 'focused', 'deprecation plan cortana', 'search instrumentation', 'teams working session']}	NegativeCrossDomainNoMatch
Go to the XY Z slide.	INMEETING	goto_slide	Go to the <slide_name>XY Z</slide_name> slide.	{'UserFileNames': ['cortana_alignment_om_teams_2', 'Build Substrate Intelligence with Scale', 'Cortana in Teams FAQ', '01-23-2019 Action Items Substrate Pipeline - Full_portal update', 'Principal Briefing FINAL Posted Jan 23 2020', 'Knowledge bot MVP spec - Nov 19', 'Deprecation Proposal - January 2020 - LT Review', 'AI 365 30 January 2020', '01-30-2020 Knowledge Bot - Full', 'Convergence_TVS+SA', 'Movies + Showtimes', 'Cortana on Windows Vibranium International Plan', 'Multimedia Shiproom', '2020-01-24 Search and AI PM All Hands', 'FY21 Substrate Budget Planning', 'Welcome', 'Core Relevance Ship Room[Current]', 'Cortana transition announcement - DRAFT', 'Audience Expansion', 'Argus Models for Microsoft Jan  2020'], 'UserFileNameKeyPhrases': ['msai', 'substrate', 'shiproom', 'fy20', 'substrate perf shiproom', 'substrate shiproom', 'working session', 'substrate perf', 'perf shiproom', 'commute', '24h', 'perf', 'omc', 'substrate shiproom 2020', 'substrate perf 2020', 'perf shiproom 2020', 'substrate 2020', 'shiproom 2020', 'mobile search', 'perf 2020']}	NegativeCrossDomainNoMatch
Jump to slide that well.	INMEETING	goto_slide	Jump to slide <slide_name>that well</slide_name>.	{'UserFileNames': ['Drive VST Reach & Retention via Data', 'Globalization-Jan 2020 Update', 'Build Substrate Intelligence with Scale', 'Name-Resolution-UX-Improvements', 'Suggested replies with file - Jan 2020 Update', 'Spring2020-MLADS-Reviewers', 'Cortana in Teams R2 Weekly Shiproom', 'COGS and Latency', 'VoiceDesignBrownBag.1.28.20', 'Assistive Sidecar Experiences_Research insights', 'fy20okr', 'Substrate Perf Shiproom - 2020-1-22', 'Read Act Compose Framing', '2020_01_SmartComposeMonthlyReview', 'Teams Instrumentation Events Breakdown', 'TaskExtractiononTeams', 'Jan Review', 'AI 365 30 January 2020', 'Teams Navigation Skills - Dialog Design', 'Welcome to 2020 SmartStar'], 'UserFileNameKeyPhrases': ['shiproom', 'voice skills', 'cortana teams', 'okrs', 'msai', 'substrate', 'voice', 'fy20', 'cortana in teams', 'smart in teams', 'smart teams', 'smart reply', 'shiproom 1', 'fy20 okrs', 'weekly', 'skills test', 'israel', 'extraction meeting transcript', 'highlights extraction meeting', 'extraction from transcript']}	NegativeCrossDomainNoMatch
